#
#,Current,dir:,/home/gotting/jgi
#,Date:,Wed,Jul,13,06:22:37,2022
#,Pipeline,mode:,SCAN
#,Program:,cmscan
#,Query,file:,AttcolgardBottom_FD/2029527006.a.fna
#,Target,file:,/home/gotting/db/Rfam.cm
#,Version:,1.1.2,(July,2016)
#,[ok]
#---,--------------------,---------,--------------------,---------,---------,---,--------,--------,--------,--------,------,-----,----,----,-----,------,---------,---,---,------,------,------,------,------,------,---------------------
#idx,target,name,accession,query,name,accession,clan,name,mdl,mdl,from,mdl,to,seq,from,seq,to,strand,trunc,pass,gc,bias,score,E-value,inc,olp,anyidx,afrct1,afrct2,winidx,wfrct1,wfrct2,description,of,target
1,RybB,RF00110,ACOFG988_contig30362,-,-,cm,32,79,1,49,+,5',2,0.47,0.0,49.9,1.1e-07,!,*,-,-,-,-,-,-,RybB,RNA
5,tRNA,RF00005,ACOFG988_F31SS7V02IXGMW,-,CL00001,cm,23,71,1,50,+,5',2,0.66,0.0,33.1,0.00053,!,*,-,-,-,-,-,-,tRNA
1,L31-Gammaproteobacteria,RF03157,ACOFG988_contig18135,-,CL00118,cm,3,52,1,51,+,5',2,0.65,0.0,41.5,1.1e-06,!,*,-,-,-,-,-,-,L31-Gammaproteobacteria,ribosomal,protein,leader
1,tRNA,RF00005,ACOFG988_F31SS7V02JWRTO,-,CL00001,cm,19,71,1,53,+,5',2,0.51,0.0,31.4,0.0016,!,*,-,-,-,-,-,-,tRNA
1,Lacto-rpoB,RF01709,ACOFG988_F31SS7V01CV153,-,-,cm,4,58,1,56,+,5',2,0.41,0.0,47.6,1.1e-05,!,*,-,-,-,-,-,-,Lacto-rpoB,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V01DXHS9,-,CL00001,cm,16,71,1,56,+,5',2,0.64,0.0,39.1,1.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02GFPG2,-,CL00001,cm,15,71,1,59,+,5',2,0.61,0.0,38.1,2.2e-05,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02FODGK,-,CL00001,cm,15,71,1,60,+,5',2,0.48,0.0,37.9,2.4e-05,!,*,-,-,-,-,-,-,tRNA
6,tRNA,RF00005,ACOFG988_F31SS7V01EJL3K,-,CL00001,cm,14,71,1,60,+,5',2,0.58,0.0,42.0,1.8e-06,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02FXZRK,-,CL00001,cm,24,71,1,62,+,5',2,0.50,0.0,29.4,0.006,!,*,-,-,-,-,-,-,tRNA
2,SdsR_RyeB,RF00111,ACOFG988_F31SS7V02FPL7E,-,CL00105,cm,39,100,1,62,+,5',2,0.50,0.0,74.8,8e-13,!,*,-,-,-,-,-,-,SdsR_RyeB,RNA
1,GlmY_tke1,RF00128,ACOFG988_contig05342,-,CL00011,cm,96,163,1,63,+,5',2,0.49,0.0,52.4,3.6e-09,!,*,-,-,-,-,-,-,Glm,Y,RNA,activator,of,glmS,mRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01C64R6,-,CL00001,cm,11,71,1,64,+,5',2,0.62,0.0,45.2,2.2e-07,!,*,-,-,-,-,-,-,tRNA
1,tpke11,RF02031,ACOFG988_F31SS7V02G5Z9C,-,-,cm,13,76,1,64,+,5',2,0.55,0.0,60.6,2.4e-11,!,*,-,-,-,-,-,-,tpke11
1,tRNA,RF00005,ACOFG988_F31SS7V01C8IW9,-,CL00001,cm,9,71,1,66,+,5',2,0.67,0.0,48.2,3.3e-08,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,ACOFG988_F31SS7V02HBBRE,-,CL00001,cm,8,71,1,67,+,5',2,0.63,0.0,44.5,3.5e-07,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02GJRR7,-,CL00001,cm,6,71,1,68,+,5',2,0.62,0.0,52.2,2.4e-09,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,ACOFG988_contig19117,-,CL00001,cm,7,71,1,68,+,5',2,0.54,0.0,54.2,6.7e-10,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig34384,-,CL00001,cm,16,71,1,69,+,5',2,0.55,0.0,31.6,0.0015,!,*,-,-,-,-,-,-,tRNA
2,tRNA,RF00005,ACOFG988_F31SS7V02FIM0I,-,CL00001,cm,7,71,1,76,+,5',2,0.59,0.0,40.1,6e-06,!,*,-,-,-,-,-,-,tRNA
1,tRNA-Sec,RF01852,ACOFG988_F31SS7V01C05Z7,-,CL00001,cm,16,91,1,77,+,5',2,0.61,0.0,57.0,1e-09,!,*,-,-,-,-,-,-,Selenocysteine,transfer,RNA
1,STnc560,RF01407,ACOFG988_F31SS7V01BGEPO,-,-,cm,135,214,1,80,+,5',2,0.47,0.0,94.7,4.9e-19,!,*,-,-,-,-,-,-,STnc560,Hfq,binding,RNA
1,SECIS_3,RF01989,ACOFG988_contig21134,-,-,cm,1,59,119,61,-,no,1,0.56,0.0,84.3,2.2e-19,!,*,-,-,-,-,-,-,Selenocysteine,insertion,sequence,3
1,JUMPstart,RF01707,ACOFG988_F31SS7V02IWEHH,-,-,cm,1,38,119,82,-,no,1,0.61,0.0,44.2,1.5e-07,!,*,-,-,-,-,-,-,JUMPstart,RNA
3,StyR-44,RF01830,ACOFG988_F31SS7V02IXGMW,-,-,cm,1,107,119,216,+,no,1,0.39,0.0,98.8,2.4e-15,!,*,-,-,-,-,-,-,Salmonella,enterica,Typhi,npcRNA,44
1,6S,RF00013,ACOFG988_contig21532,-,-,cm,1,187,119,302,+,no,1,0.53,0.0,137.4,2.8e-28,!,*,-,-,-,-,-,-,6S,/,SsrS,RNA
1,Intron_gpI,RF00028,ACOFG988_F31SS7V02GFASU,-,-,cm,1,251,119,394,+,no,1,0.34,5.3,59.7,8.2e-13,!,*,-,-,-,-,-,-,Group,I,catalytic,intron
1,int-alpA,RF02996,ACOFG988_F31SS7V01DRHD2,-,-,cm,4,53,120,72,-,no,1,0.65,0.0,37.0,3.4e-05,!,*,-,-,-,-,-,-,int-alpA,RNA
2,CRISPR-DR4,RF01317,ACOFG988_contig05895,-,CL00014,cm,1,28,120,93,-,no,1,0.54,0.0,48.0,5.8e-09,!,*,-,-,-,-,-,-,CRISPR,RNA,direct,repeat,element
1,PyrR,RF00515,ACOFG988_F31SS7V01EJ7CY,-,-,cm,1,126,120,226,+,no,1,0.36,0.0,55.1,3.2e-05,!,*,-,-,-,-,-,-,PyrR,binding,site
1,McaS,RF00115,ACOFG988_F31SS7V01DWWDW,-,CL00106,cm,1,96,121,25,-,no,1,0.45,0.0,50.0,1.1e-06,!,*,-,-,-,-,-,-,McaS/IsrA,RNA
2,tRNA,RF00005,ACOFG988_contig32470,-,CL00001,cm,1,71,123,50,-,no,1,0.53,0.0,66.4,2.6e-13,!,*,-,-,-,-,-,-,tRNA
1,Intron_gpII,RF00029,ACOFG988_F31SS7V02I6N5D,-,-,cm,1,93,123,200,+,no,1,0.58,0.0,49.3,1.6e-07,!,*,-,-,-,-,-,-,Group,II,catalytic,intron
1,tRNA,RF00005,ACOFG988_F31SS7V01BHF89,-,CL00001,cm,1,71,124,53,-,no,1,0.67,0.0,71.7,8.6e-15,!,*,-,-,-,-,-,-,tRNA
1,RyhB,RF00057,ACOFG988_F31SS7V01BQSI5,-,-,cm,1,67,124,189,+,no,1,0.44,0.0,87.7,6.7e-16,!,*,-,-,-,-,-,-,RyhB,RNA
1,STnc560,RF01407,ACOFG988_F31SS7V02GM2RB,-,-,cm,1,214,124,341,+,no,1,0.46,0.0,98.3,6.5e-20,!,*,-,-,-,-,-,-,STnc560,Hfq,binding,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V02HBH6O,-,CL00001,cm,1,71,125,53,-,no,1,0.55,0.0,70.1,2.4e-14,!,*,-,-,-,-,-,-,tRNA
1,rydB,RF00118,ACOFG988_F31SS7V02ITCQT,-,-,cm,1,62,125,185,+,no,1,0.56,0.0,78.4,2.3e-17,!,*,-,-,-,-,-,-,rydB,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V02FIM0I,-,CL00001,cm,1,71,125,198,+,no,1,0.58,0.0,62.8,2.7e-12,!,*,-,-,-,-,-,-,tRNA
1,SgrS,RF00534,ACOFG988_contig10274,-,-,cm,1,120,126,1,-,3',3,0.52,0.0,71.6,7.9e-18,!,*,-,-,-,-,-,-,SgrS,RNA
1,isrI,RF01392,ACOFG988_contig05078,-,-,cm,1,98,126,30,-,no,1,0.51,0.0,46.8,4.3e-07,!,*,-,-,-,-,-,-,isrI,Hfq,binding,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V01AJZOP,-,CL00001,cm,1,71,127,57,-,no,1,0.56,0.0,70.5,1.9e-14,!,*,-,-,-,-,-,-,tRNA
1,Intron_gpII,RF00029,ACOFG988_F31SS7V01A2D18,-,-,cm,1,93,127,202,+,no,1,0.66,0.0,56.4,2.8e-09,!,*,-,-,-,-,-,-,Group,II,catalytic,intron
1,mgtC_leader,RF02887,ACOFG988_F31SS7V01C3MKP,-,-,cm,1,114,127,237,+,no,1,0.47,0.0,93.6,4.3e-17,!,*,-,-,-,-,-,-,Salmonella,mgtC,leader,RNA
1,Trp_leader,RF00513,ACOFG988_contig17824,-,-,cm,1,100,128,223,+,no,1,0.58,0.0,67.1,1.1e-12,!,*,-,-,-,-,-,-,Tryptophan,operon,leader
1,rnk_leader,RF01771,ACOFG988_contig23665,-,-,cm,1,109,128,236,+,no,1,0.50,0.0,102.0,1.6e-18,!,*,-,-,-,-,-,-,Enterobacteria,rnk,leader
1,GcvB,RF00022,ACOFG988_F31SS7V01CH44O,-,-,cm,1,198,128,299,+,no,1,0.41,0.0,68.0,1.4e-13,!,*,-,-,-,-,-,-,GcvB,RNA
1,CsrB,RF00018,ACOFG988_F31SS7V01DCH2K,-,CL00106,cm,1,128,129,1,-,3',3,0.52,0.0,90.8,1.4e-23,!,*,-,-,-,-,-,-,CsrB/RsmB,RNA,family
1,rne-II,RF01756,ACOFG988_F31SS7V01CIJR8,-,-,cm,1,87,129,1,-,3',3,0.65,0.0,58.3,9.9e-14,!,*,-,-,-,-,-,-,rne-II,RNA
1,C4,RF01695,ACOFG988_F31SS7V01COWEF,-,CL00128,cm,1,87,129,44,-,no,1,0.63,0.0,63.9,1.7e-10,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,CsrB,RF00018,ACOFG988_F31SS7V02I2D63,-,CL00106,cm,1,286,129,419,+,3',3,0.53,4.7,227.1,1.3e-64,!,*,-,-,-,-,-,-,CsrB/RsmB,RNA,family
1,STnc100,RF02076,ACOFG988_F31SS7V01DOT76,-,-,cm,30,148,130,22,-,no,1,0.56,0.0,52.8,5.3e-09,!,*,-,-,-,-,-,-,Gammaproteobacterial,sRNA,STnc100
1,tRNA,RF00005,ACOFG988_F31SS7V02GUGY7,-,CL00001,cm,1,71,130,48,-,no,1,0.57,0.0,54.1,7.1e-10,!,*,-,-,-,-,-,-,tRNA
1,tpke11,RF02031,ACOFG988_F31SS7V01A6HO7,-,-,cm,1,76,130,61,-,no,1,0.60,0.0,69.1,1.2e-13,!,*,-,-,-,-,-,-,tpke11
1,Cobalamin,RF00174,ACOFG988_contig31654,-,CL00101,cm,1,138,131,1,-,3',3,0.50,0.0,59.2,2.5e-13,!,*,-,-,-,-,-,-,Cobalamin,riboswitch
1,Leu_leader,RF00512,ACOFG988_F31SS7V01CGEM9,-,-,cm,1,148,131,276,+,no,1,0.48,0.0,97.8,1.5e-20,!,*,-,-,-,-,-,-,Leucine,operon,leader
1,Lysine,RF00168,ACOFG988_F31SS7V01AV3A5,-,-,cm,1,183,131,314,+,no,1,0.45,0.0,97.2,2.3e-24,!,*,-,-,-,-,-,-,Lysine,riboswitch
1,iscRS,RF01517,ACOFG988_contig16939,-,-,cm,1,110,132,27,-,no,1,0.52,0.0,80.1,3.9e-19,!,*,-,-,-,-,-,-,iscR,stability,element
1,SECIS_3,RF01989,ACOFG988_contig32539,-,-,cm,1,59,132,74,-,no,1,0.56,0.0,84.3,2.2e-19,!,*,-,-,-,-,-,-,Selenocysteine,insertion,sequence,3
2,CRISPR-DR4,RF01317,ACOFG988_contig24057,-,CL00014,cm,1,28,132,159,+,no,1,0.54,0.0,46.3,1.9e-08,!,*,-,-,-,-,-,-,CRISPR,RNA,direct,repeat,element
1,RybB,RF00110,ACOFG988_F31SS7V02G3RKQ,-,-,cm,1,79,132,210,+,no,1,0.46,0.0,103.3,8e-21,!,*,-,-,-,-,-,-,RybB,RNA
1,C4,RF01695,ACOFG988_F31SS7V01CK3G7,-,CL00128,cm,1,87,132,222,+,no,1,0.62,0.0,63.0,2.8e-10,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,C4,RF01695,ACOFG988_contig09431,-,CL00128,cm,1,87,132,223,+,no,1,0.63,0.0,64.1,1.6e-10,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig36068,-,CL00112,cm,1783,1913,133,1,-,3',4,0.50,0.0,88.5,7.6e-26,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,tRNA,RF00005,ACOFG988_contig00023,-,CL00001,cm,1,71,133,61,-,no,1,0.63,0.0,61.7,5.6e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01CZ192,-,CL00001,cm,1,71,133,62,-,no,1,0.60,0.0,69.0,5e-14,!,*,-,-,-,-,-,-,tRNA
1,Pseudomon-Rho,RF01720,ACOFG988_F31SS7V02I4KFU,-,-,cm,1,102,134,35,-,no,1,0.61,0.0,110.0,2.8e-16,!,*,-,-,-,-,-,-,Pseudomon-Rho,RNA
1,C4,RF01695,ACOFG988_F31SS7V02JFVU7,-,CL00128,cm,1,87,134,48,-,no,1,0.64,0.0,57.7,5.4e-09,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,tRNA,RF00005,ACOFG988_contig16553,-,CL00001,cm,1,71,134,62,-,no,1,0.63,0.0,60.3,1.4e-11,!,*,-,-,-,-,-,-,tRNA
1,mini-ykkC,RF01068,ACOFG988_F31SS7V02IYXVX,-,-,cm,1,48,134,90,-,no,1,0.62,0.0,35.3,0.00069,!,*,-,-,-,-,-,-,Guanidine-II,riboswitch
2,CRISPR-DR4,RF01317,ACOFG988_F31SS7V02IWKFR,-,CL00014,cm,1,28,134,161,+,no,1,0.54,0.0,46.3,1.9e-08,!,*,-,-,-,-,-,-,CRISPR,RNA,direct,repeat,element
2,c4-a1b1,RF03163,ACOFG988_F31SS7V01D8Q52,-,CL00128,cm,1,53,134,185,+,no,1,0.62,0.0,61.6,7.1e-14,!,*,-,-,-,-,-,-,a1,,b1,targets,of,C4,antisense,RNA
2,S15,RF00114,ACOFG988_contig16144,-,CL00121,cm,1,117,134,248,+,no,1,0.39,0.0,106.5,4.4e-25,!,*,-,-,-,-,-,-,Ribosomal,S15,leader
2,RtT,RF00391,ACOFG988_contig34172,-,-,cm,1,130,134,259,+,no,1,0.59,0.0,56.3,1.4e-09,!,*,-,-,-,-,-,-,RtT,RNA
4,tRNA,RF00005,ACOFG988_F31SS7V02FVTYQ,-,CL00001,cm,1,71,135,207,+,no,1,0.59,0.0,65.6,4.4e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02JG1HF,-,CL00001,cm,1,71,135,208,+,no,1,0.57,0.0,64.2,1.1e-12,!,*,-,-,-,-,-,-,tRNA
1,istR,RF01400,ACOFG988_F31SS7V02FYPXN,-,-,cm,1,130,135,268,+,no,1,0.54,0.0,88.2,3.7e-17,!,*,-,-,-,-,-,-,istR,Hfq,binding,RNA
2,tRNA,RF00005,ACOFG988_contig03717,-,CL00001,cm,1,71,136,64,-,no,1,0.56,0.0,68.9,5.5e-14,!,*,-,-,-,-,-,-,tRNA
1,Cobalamin,RF00174,ACOFG988_F31SS7V02F8053,-,CL00101,cm,1,190,136,316,+,no,1,0.51,0.0,113.1,2.6e-29,!,*,-,-,-,-,-,-,Cobalamin,riboswitch
1,HPnc0260,RF02194,ACOFG988_F31SS7V01B07LC,-,-,cm,1,156,137,1,-,no,1,0.46,0.0,62.7,5.5e-06,!,*,-,-,-,-,-,-,Bacterial,antisense,RNA,HPnc0260
1,sok,RF01794,ACOFG988_F31SS7V02JJ7F1,-,-,cm,1,125,137,1,-,3',3,0.50,0.0,70.8,1.1e-13,!,*,-,-,-,-,-,-,sok,antitoxin,(CssrC)
1,5S_rRNA,RF00001,ACOFG988_contig16176,-,CL00113,cm,1,119,137,22,-,no,1,0.63,0.0,75.4,1.6e-14,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,C4,RF01695,ACOFG988_F31SS7V02I8BRP,-,CL00128,cm,1,87,137,49,-,no,1,0.61,0.0,70.9,3.6e-12,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V01B9C42,-,CL00001,cm,1,71,137,65,-,no,1,0.56,0.0,72.5,5.4e-15,!,*,-,-,-,-,-,-,tRNA
1,narK,RF03032,ACOFG988_F31SS7V01DHFTI,-,-,cm,1,72,137,216,+,no,1,0.51,0.0,55.6,1.3e-08,!,*,-,-,-,-,-,-,narK,RNA
5,tRNA,RF00005,ACOFG988_contig17104,-,CL00001,cm,1,71,137,220,+,no,1,0.60,0.0,49.9,1.1e-08,!,*,-,-,-,-,-,-,tRNA
1,MOCO_RNA_motif,RF01055,ACOFG988_contig01273,-,-,cm,1,135,137,269,+,no,1,0.53,0.0,76.2,8.7e-18,!,*,-,-,-,-,-,-,Moco,(molybdenum,cofactor),riboswitch
1,Thr_leader,RF00506,ACOFG988_contig35158,-,-,cm,1,118,138,21,-,no,1,0.50,0.0,116.3,1.4e-22,!,*,-,-,-,-,-,-,Threonine,operon,leader
1,5S_rRNA,RF00001,ACOFG988_contig35854,-,CL00113,cm,1,119,138,23,-,no,1,0.63,0.0,75.4,1.6e-14,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,tRNA,RF00005,ACOFG988_F31SS7V01BD5RA,-,CL00001,cm,1,71,138,65,-,no,1,0.54,0.0,70.2,2.3e-14,!,*,-,-,-,-,-,-,tRNA
1,rne5,RF00040,ACOFG988_F31SS7V01EPOJF,-,-,cm,1,334,139,476,+,no,1,0.52,0.0,241.1,2.9e-74,!,*,-,-,-,-,-,-,RNase,E,5',UTR,element
1,SSU_rRNA_bacteria,RF00177,ACOFG988_F31SS7V02IXJ6S,-,CL00111,cm,1,123,140,1,-,3',3,0.51,0.0,87.1,2.8e-24,!,*,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,naRNA4,RF02564,ACOFG988_F31SS7V01CCM5J,-,-,cm,1,77,140,211,+,no,1,0.65,0.0,63.0,1.4e-09,!,*,-,-,-,-,-,-,Nucleoid-associated,noncoding,RNA,4,(CssrE)
1,tRNA,RF00005,ACOFG988_contig33274,-,CL00001,cm,1,71,140,212,+,no,1,0.56,0.0,68.9,5.5e-14,!,*,-,-,-,-,-,-,tRNA
1,5S_rRNA,RF00001,ACOFG988_contig32578,-,CL00113,cm,1,119,141,26,-,no,1,0.61,0.0,75.2,1.7e-14,!,*,-,-,-,-,-,-,5S,ribosomal,RNA
1,C4,RF01695,ACOFG988_F31SS7V01DAS0I,-,CL00128,cm,1,87,141,56,-,no,1,0.67,0.1,71.8,2.2e-12,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,nhaA-I,RF03057,ACOFG988_F31SS7V01BC0XE,-,-,cm,1,56,141,204,+,no,1,0.72,0.0,52.5,5.1e-09,!,*,-,-,-,-,-,-,nhaA-I,RNA
1,STnc410,RF02060,ACOFG988_contig17158,-,-,cm,1,115,141,255,+,3',3,0.45,0.0,70.0,2.7e-13,!,*,-,-,-,-,-,-,Enterobacterial,sRNA,STnc410
1,LSU_rRNA_bacteria,RF02541,ACOFG988_F31SS7V01ENVUV,-,CL00112,cm,1,141,142,1,-,3',3,0.51,0.0,93.5,1.6e-27,!,^,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
2,GlmY_tke1,RF00128,ACOFG988_contig17571,-,CL00011,cm,1,156,142,1,-,3',3,0.50,0.0,49.0,2.6e-08,!,=,1,1.000,0.986,",",",Glm,Y,RNA,activator,of,glmS,mRNA
2,LSU_rRNA_archaea,RF02540,ACOFG988_F31SS7V01ENVUV,-,CL00112,cm,1,141,142,1,-,3',3,0.51,0.0,72.6,3.6e-19,!,=,1,1.000,1.000,",",",Archaeal,large,subunit,ribosomal,RNA
1,Bcj11,RF02835,ACOFG988_F31SS7V01BI95F,-,-,cm,1,122,142,30,-,no,1,0.69,0.5,57.0,7.3e-08,!,*,-,-,-,-,-,-,Burkholderia,RNA,11
1,tRNA,RF00005,ACOFG988_F31SS7V01DAW9Q,-,CL00001,cm,1,71,142,61,-,no,1,0.60,0.0,60.8,1e-11,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig15691,-,CL00001,cm,1,71,142,69,-,no,1,0.59,0.0,63.1,2.3e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01B2X4A,-,CL00001,cm,1,71,142,70,-,no,1,0.49,0.0,77.3,2.3e-16,!,*,-,-,-,-,-,-,tRNA
1,sroC,RF00369,ACOFG988_F31SS7V01ENV7K,-,-,cm,1,146,143,1,-,3',3,0.55,0.0,121.5,1.1e-24,!,*,-,-,-,-,-,-,sroC,RNA
1,FMN,RF00050,ACOFG988_F31SS7V01D0PJ5,-,-,cm,1,140,143,10,-,no,1,0.50,0.0,104.5,1.4e-24,!,*,-,-,-,-,-,-,FMN,riboswitch,(RFN,element)
1,isrI,RF01392,ACOFG988_contig19015,-,-,cm,1,98,143,47,-,no,1,0.47,0.0,54.7,2.8e-09,!,*,-,-,-,-,-,-,isrI,Hfq,binding,RNA
1,LSU_rRNA_bacteria,RF02541,ACOFG988_contig17621,-,CL00112,cm,2833,2925,143,51,-,5',2,0.55,0.0,71.1,5.1e-20,!,*,-,-,-,-,-,-,Bacterial,large,subunit,ribosomal,RNA
1,tRNA-Sec,RF01852,ACOFG988_contig14156,-,CL00001,cm,1,91,143,54,-,no,1,0.61,0.0,58.5,4.3e-10,!,*,-,-,-,-,-,-,Selenocysteine,transfer,RNA
1,C4,RF01695,ACOFG988_F31SS7V02HJK1K,-,CL00128,cm,1,87,143,57,-,no,1,0.60,0.0,75.0,3.7e-13,!,*,-,-,-,-,-,-,C4,antisense,RNA
2,tRNA,RF00005,ACOFG988_contig33228,-,CL00001,cm,1,71,143,62,-,no,1,0.59,0.0,60.1,1.6e-11,!,*,-,-,-,-,-,-,tRNA
1,radC,RF01754,ACOFG988_F31SS7V02JDQ4H,-,-,cm,1,148,143,278,+,no,1,0.65,0.0,86.7,6e-14,!,*,-,-,-,-,-,-,radC,RNA
1,GlmZ_SraJ,RF00083,ACOFG988_contig17571,-,CL00011,cm,1,147,144,1,-,3',3,0.50,0.0,139.8,2.5e-34,!,^,-,-,-,-,-,-,GlmZ,RNA,activator,of,glmS,mRNA
1,mini-ykkC,RF01068,ACOFG988_F31SS7V01ET600,-,-,cm,1,48,144,188,+,no,1,0.62,0.0,37.2,0.00025,!,*,-,-,-,-,-,-,Guanidine-II,riboswitch
1,P26,RF00630,ACOFG988_contig25838,-,-,cm,1,66,144,205,+,no,1,0.53,0.0,71.4,1.7e-13,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P26
2,tRNA,RF00005,ACOFG988_contig33824,-,CL00001,cm,1,71,144,217,+,no,1,0.62,0.0,63.2,2.1e-12,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V02F3JDB,-,CL00001,cm,1,71,144,227,+,no,1,0.60,0.0,61.5,6.3e-12,!,*,-,-,-,-,-,-,tRNA
1,STnc100,RF02076,ACOFG988_contig22854,-,-,cm,30,148,145,25,-,no,1,0.58,0.0,68.2,7.3e-13,!,*,-,-,-,-,-,-,Gammaproteobacterial,sRNA,STnc100
1,P31,RF01676,ACOFG988_contig14610,-,-,cm,1,82,145,226,+,no,1,0.54,0.0,107.6,3e-20,!,*,-,-,-,-,-,-,Pseudomonas,sRNA,P31
1,C4,RF01695,ACOFG988_contig04005,-,CL00128,cm,1,87,145,233,+,no,1,0.64,0.0,70.9,3.7e-12,!,*,-,-,-,-,-,-,C4,antisense,RNA
1,sok,RF01794,ACOFG988_F31SS7V02FELR0,-,-,cm,1,153,146,1,-,3',3,0.49,0.0,107.7,4.5e-23,!,*,-,-,-,-,-,-,sok,antitoxin,(CssrC)
1,tRNA,RF00005,ACOFG988_contig33785,-,CL00001,cm,1,71,147,75,-,no,1,0.64,0.0,59.8,1.9e-11,!,*,-,-,-,-,-,-,tRNA
1,MicA,RF00078,ACOFG988_F31SS7V02HX94S,-,-,cm,1,75,147,76,-,no,1,0.42,0.0,87.9,2.5e-13,!,*,-,-,-,-,-,-,MicA,sRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01BXF6A,-,CL00001,cm,1,71,147,219,+,no,1,0.56,0.0,67.6,1.3e-13,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01B663W,-,CL00001,cm,1,71,148,75,-,no,1,0.57,0.0,71.7,8.8e-15,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig18704,-,CL00001,cm,1,71,148,75,-,no,1,0.61,0.0,58.8,3.5e-11,!,*,-,-,-,-,-,-,tRNA
1,sX11,RF02230,ACOFG988_F31SS7V02GQGON,-,-,cm,1,138,148,295,+,no,1,0.64,0.0,118.9,1.1e-22,!,*,-,-,-,-,-,-,Proteobacterial,sRNA,sX11
1,SSU_rRNA_bacteria,RF00177,ACOFG988_contig11813,-,CL00111,cm,1,211,148,352,+,3',3,0.55,0.0,117.9,3.1e-34,!,*,-,-,-,-,-,-,Bacterial,small,subunit,ribosomal,RNA
1,GlmZ_SraJ,RF00083,ACOFG988_contig07106,-,CL00011,cm,1,212,148,362,+,no,1,0.44,0.0,207.5,6.3e-53,!,^,-,-,-,-,-,-,GlmZ,RNA,activator,of,glmS,mRNA
1,tRNA,RF00005,ACOFG988_F31SS7V01EKC20,-,CL00001,cm,1,71,149,221,+,no,1,0.58,0.0,69.8,3e-14,!,*,-,-,-,-,-,-,tRNA
1,RybB,RF00110,ACOFG988_contig12317,-,-,cm,1,79,149,228,+,no,1,0.45,0.0,99.9,5.5e-20,!,*,-,-,-,-,-,-,RybB,RNA
1,FMN,RF00050,ACOFG988_F31SS7V01ECC1S,-,-,cm,1,140,149,306,+,no,1,0.48,0.0,112.7,7.1e-27,!,*,-,-,-,-,-,-,FMN,riboswitch,(RFN,element)
1,SAM,RF00162,ACOFG988_F31SS7V01B6KZM,-,CL00012,cm,1,108,150,32,-,no,1,0.67,0.1,74.5,1.9e-16,!,*,-,-,-,-,-,-,SAM,riboswitch,(S,box,leader)
3,tRNA,RF00005,ACOFG988_F31SS7V01EOBC1,-,CL00001,cm,1,71,150,78,-,no,1,0.58,0.0,59.8,1.8e-11,!,*,-,-,-,-,-,-,tRNA
1,tRNA,RF00005,ACOFG988_contig21797,-,CL00001,cm,1,71,150,221,+,no,1,0.64,0.0,72.4,5.7e-15,!,*,-,-,-,-,-,-,tRNA
3,tRNA,RF00005,ACOFG988_F31SS7V02GBX1R,-,CL00001,cm,1,71,150,222,+,no,1,0.63,0.0,54.9,4.4e-10,!,*,-,-,-,-,-,-,tRNA
